	Kanji	Romaji	Title	Screenplay	Art	Animation	Direction	Chapters	Episode_num
621	ルフィvsウソップ! ぶつかる男の意地	Rufi tai Usoppu! Butsukaru Otoko no Iji	Luffy vs. Usopp! The Spirit of the Clashing Men	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 川崎美千代 - Michiyo Kawasaki	井手武生  - Takeo Ide	境宗久 - Munehisa Sakai	332 p.9-18 ::: 333 p.2-18	Episode 236
622	秘めた絆!アイスバーグとフランキー	Hisometa kizuna! Aisubāgu to Furankī	The Secret Bond! Franky and Iceburg	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 川崎美千代 - Michiyo Kawasaki	井上栄作 - Eisaku Inoue	境宗久 - Munehisa Sakai	346 p.2-19 :::  347 p.2-3 ::: 358 p.5 ::: 8	Episode 244
623	裏切りの真相！ロビンの哀しき決意！	Uragiri no shinsō! Robin no kanashiki ketsui!	The Truth Behind the Betrayal! Robin's Sorrowful Decision!	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 福澤久美子 - Kumiko Fukuzawa	井手武生  - Takeo Ide	境宗久 - Munehisa Sakai	358 p.15-19 ::: 359 p.2-19	Episode 251
624	謎の男登場！？その名はそげキング！	Nazo no otoko tōjō!? Sono na wa Sogekingu!	A Man of Mystery Appears!? His Name is Sogeking!	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 内川文広 - Fumihiro Uchikawa	久田和也 - Kazuya Hisada	境宗久 - Munehisa Sakai	368 p.2-19 ::: 369 p.5-8	Episode 258
625	上陸作戦始動！麦わら一味突入せよ！	Jōriku sakusen shidō! Mugiwara ichimi totsunyū se yo!	Operation Disembarkation Commences! The Straw Hat Crew Rushes In!	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 川崎美千代 - Michiyo Kawasaki	井手武生  - Takeo Ide	境宗久 - Munehisa Sakai	375 p.14-19 ::: 376 p.2-16	Episode 264
626	全ては仲間を守る為に!ギア2（セカンド）発動	Subete wa Nakama o Mamoru Tami ni! Gia Sekando Hatsudō	All for the Sake of Protecting My Friends! Gear 2 in Motion	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 川崎美千代 - Michiyo Kawasaki	石塚勝海 - Katsumi Ishizuka	境宗久 - Munehisa Sakai	387 p.2-9 ::: 388 p.2-19	Episode 273
627	滝に向かって飛べ！ルフィの想い！！	Taki ni mukatte tobe! Rufi no omoi!!	Jump Into the Falls! Luffy's Feelings!!	N/A	吉池隆司 - Ryūji Yoshiike ::: 白石美穂 - Miho Shiraishi	久田和也 - Kazuya Hisada	境宗久 - Munehisa Sakai	Chopper Man (one-shot) ::: Chapter 1 Recap	Episode 279
628	男の生き様！ゾロの業・ウソップの夢	Otoko no ikisama! Zoro no waza Usoppu no yume	A Man's Way of Life! Zoro's Techniques, Usopp's Dream	N/A	吉池隆司 - Ryūji Yoshiike ::: 白石美穂 - Miho Shiraishi	舘直樹 - Naoki Tate	境宗久 - Munehisa Sakai ::: 池田洋子 - Yoko Ikeda	Report Time (One-Shot) :::  Romance Dawn Arc :::  Syrup Village Arc Recap	Episode 280
629	涙が紡いだ仲間の絆！ナミの世界地図	Namida ga tsumuida nakama no kizuna! Nami no sekai chizu	Tears Which Weaved the Bond of Friendship! Nami's World Map	N/A	吉池隆司 - Ryūji Yoshiike ::: 白石美穂 - Miho Shiraishi	井手武生  - Takeo Ide	境宗久 - Munehisa Sakai ::: 池田洋子 - Yoko Ikeda	Obahan Time (One-Shot) ::: Arlong Park Arc Recap	Episode 281
630	別れが男を磨く！サンジとチョッパー	Wakare ga otoko o migaku! Sanji to Choppā	Separation Refines a Man! Sanji and Chopper	N/A	吉池隆司 - Ryūji Yoshiike ::: 佐藤美幸 - Miyuki Sato	小泉昇 - Noboru Koizumi	境宗久 - Munehisa Sakai ::: 池田洋子 - Yoko Ikeda	No Honor Time (One-Shot) :::  Baratie Arc :::  Drum Isl::: Arc Recap	Episode 282
631	全ては仲間の為に！闇の中のロビン！	Subete wa nakama no tami ni! Yami no naka no Robin!	All for my Friends' Sake! The Darkness Within Robin!	N/A	佐藤美幸 - Miyuki Sato	井手武生  - Takeo Ide	境宗久 - Munehisa Sakai ::: 池田洋子 - Yoko Ikeda	Monster Time (One-Shot) :::  Water 7 Arc :::  Enies Lobby Arc Recap	Episode 283
632	ルフィ親分再び！夢か現か富くじ騒動	Rufi oyabun futatabi! Yume ga aware ka tomikuji zōdō	Boss Luffy Returns! A Dream or Reality Lottery Trouble	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi ::: 川崎美千代 - Michiyo Kawasaki	久田和也 - Kazuya Hisada	境宗久 - Munehisa Sakai	Boss Luffy Historical Arc	Episode 291
633	犯人はルフィ親分？消えた大桜を追え	Hannin wa Rufi oyabun? Kieta oozakura o oe	The Criminal is Boss Luffy? Chase the Vanished Great Sakura Tree	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi ::: 川崎美千代 - Michiyo Kawasaki ::: 福澤久美子 - Kumiko Fukuzawa	久田和也 - Kazuya Hisada	境宗久 - Munehisa Sakai	Boss Luffy Historical Arc	Episode 303
634	謎の海賊ご一行！サニー号と危険な罠	Nazo no Kaizoku go-ikkō! Sanī-gō to Kikken na Wana	Mysterious Party of Pirates! The Sunny and a Dangerous Trap	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi ::: 福澤久美子 - Kumiko Fukuzawa	舘直樹 - Naoki Tate ::: 村上直紀 - Naoki Murakami	境宗久 - Munehisa Sakai	442 (p. 2-3)	Episode 326
635	海を臨む百獣の王！夢の船堂々完成！	Umi o Nozomu Hyakujū no Ō! Yume no Fune Dōdō Kansei!	None	上坂浩彦 - Hirohiko Kamisaka	佐藤美幸 - Miyuki Sato ::: 塩崎広光 - Hiromitsu Shiozaki	久田和也 - Kazuya Hisada	伊藤尚往 - Naoyuki Itō	Chapter 436 (p. 2-19)	Episode 321
636	肉体が消える！悪夢の島に射す朝日！	Karada ga Kieru! Akumu no Shima ni Sasu Asahi!	None	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	久田和也 - Kazuya Hisada	伊藤尚往 - Naoyuki Itō	481 p.14-19 ::: 482 p.2-19	Episode 374
637	ブルック大奮闘 真の仲間への道険し？	Burukku Daifuntō - Shin no Nakama he no Michi Kewashi?	Brook's Hard Struggle - The Difficult Path of Becoming a True Comrade?	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤尚往 - Naoyuki Itō	Filler	Episode 384
638	時代劇特別編 破れ！スリラー商会の罠	Jidaigeki Tokubetsu Hen - Yabure! Surirā Shōkai no Wana	Special Historical Arc - Destroy! Thriller Company's Trap	田中仁 - Hitoshi Tanaka	佐藤美幸 - Miyuki Sato	島貫正弘 - Masahiro Shimanuki	伊藤尚往 - Naoyuki Itō	Boss Luffy Historical Arc	Episode 407
639	恋はハリケーン！メロメロハンコック	Koi wa Harikēn! Meromero Hankokku	Love is a Hurricane! Hancock in Love	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	新垣重文 - Shigefumi Shingaki	伊藤尚往 - Naoyuki Itō	522 p.15-19 ::: 523 p.2-13	Episode 417
640	映画連動特別編（スペシャル）　決戦！ルフィVSラルゴ	Eiga Rendō Supesharu - Kessen! Rufi tai Rarugo	Movie-connected Special - The Decisive Battle! Luffy vs. Largo	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	舘直樹 - Naoki Tate	伊藤尚往 - Naoyuki Itō	Strong World Prologue	Episode 429
641	死んでも助ける ルフィVS海軍戦闘開始（バトルスタート）	Shindemo Tasukeru - Rufi tai Kaigun Batoru Sutāto	I'll Save You Even If I Die - Luffy vs. The Marines, The Battle Starts	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	川村敦子 - Atsuko Kawamura	伊藤尚往 - Naoyuki Itō	558 p.2-17	Episode 467
642	命を削る力 テンション・ホルモン再び	Inochi o Kazuru Chikara - Tenshon Horumon Futatabi	Power that Reduces One's Life - Tension Hormones Return	菅良幸 - Yoshiyuki Suga	吉池隆司 - Ryūji Yoshiike	新垣重文 - Shigefumi Shingaki	伊藤尚往 - Naoyuki Itō	568 p.2-15	Episode 477
643	ショーの開幕 明かされた黒ひげの企み	Shō no Kaimaku - Akasareta Kurohige no Takurami	The Opening of the Show - Blackbeard's Plot Is Revealed	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	石塚勝海 - Katsumi Ishizuka	伊藤尚往 - Naoyuki Itō	577 p.2-17	Episode 486
644	最強タッグ! 奮闘、ルフィとトリコ!	Saikyō Taggu! Funtō, Rufi to Toriko!	The Strongest Tag-Team! Luffy and Toriko's Hard Struggle!	村山功 - Isao Murayama	野村正信 - Masanobu Nomura	井手武生  - Takeo Ide :::  中谷友紀子 - Yukiko Nakatani :::  香川久 - Hisashi Kagawa	伊藤尚往 - Naoyuki Itō	One Piece x Toriko Crossover	Episode 492
645	一触即発! ルフィVSニセルフィ	Isshoku Sokuhatsu! Rufi tai Nise-Rufi	A Hair-Trigger! Luffy vs. Fake Luffy	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	伊藤尚往 - Naoyuki Itō	598 p.17-18 :::  20-22 ::: 599 p.2-7 :::  16-19	Episode 518
646	興奮爆発! サンジ生命の危機!	Kōfun Bakuhatsu! Sanji Seimei no Kiki!	Explosive Stimulation! Sanji's Life Crisis!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	中谷友紀子 - Yukiko Nakatani	伊藤尚往 - Naoyuki Itō	609 p.3-19	Episode 528
647	一味敗北!? ホーディ竜宮城制圧	Ichimi Haiboku!? Hōdi Ryūgū-jō Seiatsu	The Crew is Defeated!? Hody Controls the Ryugu Palace	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	石塚勝海 - Katsumi Ishizuka	伊藤尚往 - Naoyuki Itō	619 p.2-17	Episode 538
648	揺れる魚人島! 漂着した天竜人	Yureru Gyojin-tō! Hyōchakushita Tenryūbito	Shaking Fish-Man Island! The Landing of a Celestial Dragon	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	川村敦子 - Atsuko Kawamura	伊藤尚往 - Naoyuki Itō	624 p.17 ::: 625 p.2-18	Episode 545
649	初披露! サニー号の秘密兵器!	Hatsu Hirō! Sanī-gō no Himitsu Heiki!	First Showing! The Secret Weapons of the Sunny!	吉池隆司 - Ryūji Yoshiike	高木雅之 - Masayuki Takagi	伊藤尚往 - Naoyuki Itō	田中仁 - Hitoshi Tanaka	634 p.14 :::  19 :::  635 p.5-6 :::  12-19 :::  636 p.2	Episode 556
650	衝撃の事実! ホーディの正体!	Shōgeki no Jijitsu! Hōdi no Shōtai!	Shocking Truth! Hody's True Identity!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	川村敦子 - Atsuko Kawamura	伊藤尚往 - Naoyuki Itō	642 p.4-15 :::  643 p.2-5 :::  12-19 :::  644 p.3	Episode 563
651	激突! ローVSスモーカー中将	Gekitotsu! Rō tai Sumōkā Chūjō	Clash! Law vs. Vice Admiral Smoker	菅良幸 - Yoshiyuki Suga	白石美穂 - Miho Shiraishi	山下恵 - Megumi Yamashita	伊藤尚往 - Naoyuki Itō	Chapter 662 (p. 2-19) ::: Chapter 663 (p. 9-10)	Episode 587
652	ONE PIECE FILM STRONG WORLD: EPISODE 0	Wan Pīsu Firumu Sutorongu Wārudo Episōdo Zero	One Piece Film Strong World: Episode 0	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	新垣重文 - Shigefumi Shingaki ::: 橋本敬史 - Hashimoto Takashi (Special Effects)	伊藤尚往 - Naoyuki Itō	None	One Piece Film Strong World: Episode 0
653	七武海対決 ローVSドフラミンゴ	Shichibukai Taiketsu - Rō tai Dofuramingo	A Showdown Between the Warlords - Law vs. Doflamingo	田中仁 - Hitoshi Tanaka	吉池隆司 - Ryūji Yoshiike	久田和也 - Kazuya Hisada	伊藤聡伺 - Satoshi Itō	Chapter 728 (p. 19) ::: Chapter 729 (p. 2-17) ::: 	Episode 661
654	ウソつき ウソランド逃走中!	Usotsuki Usorando Tōsō-chū!	Liar Usoland on the Run!	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	高木雅之 - Masayuki Takagi	伊藤聡伺 - Satoshi Itō	Chapter 741 (p. 3-13)	Episode 674
655	悪魔の罠 ドレスローザ殲滅作戦	Akuma no Wana - Doresurōza Senmetsu Sakusen	The Devil's Trap — A Dressrosa Extermination Plan	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Chapter 745 (p. 4-17)	Episode 680
656	大脱出! ルフィ起死回生の象銃（エレファントガン）	Dai-Dasshutsu! Rufi Kishikaisei no Erefanto Gan	A Great Escape! Luffy's Tide-turning Elephant Gun	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	高木雅之 - Masayuki Takagi	伊藤聡伺 - Satoshi Itō	Chapter 752 (p. 2-11 :::  15-17) ::: 	Episode 689
657	涙の再会 レベッカとキュロス!	Namida no Saikai - Rebekka to Kyurosu!	A Tearful Reunion — Rebecca and Kyros!	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Chapter 757 (p.12-17) ::: Chapter 758 (p.2-6)	Episode 696
658	覚悟の時 コラソン別れの笑顔!	Kakugo no Toki - Korason Wakare no Egao!	The Moment of Resolution - Corazon's Farewell Smile!	中山智博 - Tomohiro Nakayama	吉池隆司 - Ryūji Yoshiike	楢崎朝子 - Asako Narasaki	伊藤聡伺 - Satoshi Itō	Chapter 766 (p.2-17)	Episode 705
659	男の決闘　セニョール愛の挽歌	Otoko no Kettō - Senyōru Ai no Banka	The Manly Duel — Senor's Elegy of Love	上坂浩彦 - Hirohiko Kamisaka	吉池隆司 - Ryūji Yoshiike	伊藤修一 - Shūichi Itō	伊藤聡伺 - Satoshi Itō	Chapter 775 (p. 3-17) ::: Chapter 779 (p. 13) ::: 	Episode 715
660	覇気激突 ルフィVSドフラミンゴ	Haki Gekitotsu - Rufi tai Dofuramingo	A Collision of Haki - Luffy vs. Doflamingo	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	楢崎朝子 - Asako Narasaki	伊藤聡伺 - Satoshi Itō	Chapter 781 (p. 15-19) ::: Chapter 782 (p. 2-10) ::: 	Episode 723
661	生か死か 運命のカウントダウン	Sei ka Shi ka - Unmei no Kauntodaun	Dead or Alive — A Fateful Countdown	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	川村敦子 - Atsuko Kawamura	伊藤聡伺 - Satoshi Itō	Chapter 789 (p. 6-19) ::: 	Episode 732
662	地下迷宮 ルフィVSトロッコ人間	Chika Meikyū - Rufi tai Torokko Ningen	An Underground Maze - Luffy vs. the Tram Human	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Filler	Episode 748
663	反撃開始 ぐるわらの一味大活躍!	Hangeki Kaishi - Guruwara no Ichimi Dai-katsuyaku!	Start to Counterattack - Great Moves by the Curly Hat Pirates!	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Chapter 807 (p. 2-15) ::: 	Episode 756
664	失踪の真実 サンジ驚愕の招待状	Shissō no Shinjitsu - Sanji Kyōgaku no Shōtaijō	The Truth Behind The Disappearance - Sanji Gets a Startling Invitation	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	多嘉良敢 - Isamu Takara	伊藤聡伺 - Satoshi Itō	Chapter 812 (p. 10-17) ::: Chapter 813 (p. 2-10) ::: 	Episode 763
665	男の誓い ルフィと光月モモの助	Otoko no Chikai - Rufi to Kōzuki Momonosuke	A Vow Between Two Men - Luffy and Kozuki Momonosuke	冨岡淳広 - Atsuhiro Tomioka	吉池隆司 - Ryūji Yoshiike ::: 白石美穂 - Miho Shiraishi	松田翠 - Midori Matsuda	伊藤聡伺 - Satoshi Itō	Chapter 819 (p. 2-13) ::: 	Episode 771
666	空腹（ハラペコ）戦線 ルフィと海軍超新星（ルーキー）!	Harapeko Sensen - Rufi to Kaigun Rūkī!	A Hungry Front - Luffy and the Marine Rookies!	上坂浩彦 - Hirohiko Kamisaka	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Filler	Episode 780
667	悪魔の拳 決戦! ルフィVSグラント	Akuma no Kobushi — Kessen! Rufi tai Guranto	The Devil's Fist - A Show Down! Luffy vs. Grount	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	多嘉良敢 - Isamu Takara ::: 久田和也 - Kazuya Hisada	伊藤聡伺 - Satoshi Itō	Filler	Episode 782
668	魂の国 マムの恐るべき能力!	Tamashii no Kuni - Mamu no Osorubeki Nōryoku!	The Land of Souls - Mom's Fatal Ability!	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	伊藤修一 - Shūichi Itō	伊藤聡伺 - Satoshi Itō	Chapter 835 (p. 3-17) ::: 	Episode 796
669	東の海 (イーストブルー) へ サンジ決意の船出	Īsuto Burū e - Sanji Ketsui no Funade	To the East Blue - Sanji's Resolute Departure	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	伊藤修一 - Shūichi Itō	伊藤聡伺 - Satoshi Itō	Chapter 841 (p. 2-14) ::: 	Episode 804
670	魂（テャマスィー）の叫び ブルック&ペドロ電撃作戦	Tyamasī no Sakebi - Burukku Pedoro Dengeki Sakusen	Shout of the Soul - Brook and Pedro's Lightning Operation	田中仁 - Hitoshi Tanaka	白石美穂 - Miho Shiraishi	五十内裕輔 - Yūsuke Isōchi	伊藤聡伺 - Satoshi Itō	Chapter 848 (p. 8-18) ::: Chapter 849 (p. 3-6) ::: 	Episode 814
671	ウソつき ルフィとサンジ	Usotsuki - Rufi to Sanji	Liar - Luffy and Sanji	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Chapter 856 (p. 8-17) ::: 	Episode 825
672	作戦失敗!? 反撃のビッグ・マム海賊団	Sakusen Shippai!? Hangeki no Biggu Mamu Kaizoku-dan	The Mission Failed!? Big Mom Pirates Strike Back	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	北崎正浩 - Masahiro Kitazaki	伊藤聡伺 - Satoshi Itō	Chapter 864 (p. 2-17) ::: 	Episode 834
673	巨人 (エルバフ) の槍 強襲! 空翔るビッグ・マム	Erubafu no Yari - Kyōshū! Sora Kakeru Biggu Mamu	The Spear of Elbaf - Onslaught! The Flying Big Mom	米村正二 - Shōji Yonemura	白石美穂 - Miho Shiraishi	横山健次 - Kenji Yokoyama ::: 福本泰子 - Fukumoto Yasuko	伊藤聡伺 - Satoshi Itō	Chapter 873 (p. 6-17) ::: 	Episode 844
674	土竜（モグラ）の脅威 ルフィ沈黙の戦い!	Mogura no Kyōi - Rufi Chinmoku no Tatakai!	The Threat of Mogura - Luffy's Silent Fight!	中山智博 - Tomohiro Nakayama	白石美穂 - Miho Shiraishi	島貫正弘 - Masahiro Shimanuki	伊藤聡伺 - Satoshi Itō	Chapter 881 (p. 11-17) ::: Chapter 882 (p. 2-8) ::: 	Episode 854
675	起死回生 最強の援軍ジェルマ!	Kishi Kaisei - Saikyō no Engun Jeruma!	Pulling Back from the Brink - The Formidable Reinforcements Germa!	米村正二 - Shōji Yonemura	吉池隆司 - Ryūji Yoshiike	横山健次 - Kenji Yokoyama	伊藤聡伺 - Satoshi Itō	Chapter 898 (p. 2-17) ::: 	Episode 873
676	頂上戦争 継がれた海賊王の意思	Chōjō Sensō - Tsugareta Kaizoku-ō no Ishi	The Paramount War - The Inherited Will of the King of the Pirates	冨岡淳広 - Atsuhiro Tomioka	白石美穂 - Miho Shiraishi	出口としお - Toshio Deguchi	伊藤聡伺 - Satoshi Itō	Chapter 905 (p. 5-7 :::  14-15) ::: 	Episode 882
677	お玉救え 麦わら荒野を駆ける!	O-Tama Sukue - Mugiwara Kōya o Kakeru!	Save O-Tama - Straw Hat, Bounding through the Wasteland!	中山智博 - Tomohiro Nakayama	飯野敏典 - Toshinori Īno	井上栄作 - Eisaku Inoue ::: 伊藤公崇 - Kimitaka Itō	伊藤聡伺 - Satoshi Itō	Chapter 912 (p. 8-19) ::: 	Episode 897
678	敵陣突入 役人はびこる博羅町!	Tekijin Totsunyū - Yakunin Habikoru Bakura-chō!	Charging into the Enemy's Territory - Bakura Town - Where Officials Thrive!	田中仁 - Hitoshi Tanaka	黄国威 - Guo Wei Huang ::: 田中里緑 - Midori Tanaka	久田和也 - Kazuya Hisada	伊藤聡伺 - Satoshi Itō	Chapter 914 (p. 13-17) ::: 	Episode 901
679	伝説の侍 ロジャーが惚れた男!	Densetsu no Samurai - Rojā ga Horeta Otoko!	A Legendary Samurai - The Man Who Roger Admired!	藤田伸三 - Shinzō Fujita	田中里緑 - Midori Tanaka	久田和也 - Kazuya Hisada	伊藤聡伺 - Satoshi Itō	Chapter 920 (p. 2-12) ::: 	Episode 910
680	大暴れ! 囚人ルフィとキッド!	Ō-abare! Shūjin Rufi to Kiddo!	Rampage! The Prisoners - Luffy and Kid!	冨岡淳広 - Atsuhiro Tomioka	黄国威 - Guo Wei Huang	皆川祐輝 - Yūki Minagawa ::: 五十内裕輔 - Yūsuke Isōchi ::: 中谷友紀子 - Yukiko Nakatani	伊藤聡伺 - Satoshi Itō	Chapter 926 (p. 8-17) ::: 	Episode 919
682	トの康! えびす町一の人気者!	Tonoyasu! Ebisu-chō Ichi no Ninkimono!	Tonoyasu! Ebisu Town's Most Loved!	井上亜樹子 - Akiko Inoue	陳烔年 - Tongnian Chen	久田和也 - Kazuya Hisada	伊藤聡伺 - Satoshi Itō	Chapter 940 (p. 5-17) ::: 	Episode 937
683	オロチの追手! 忍者軍団VSゾロ	Orochi no Otte! Ninja Gundan tai Zoro	Orochi's Hunting Party! The Ninja Group vs. Zoro	藤田伸三 - Shinzō Fujita	土居ゆりの - Yurino Doi	高木雅之 - Masayuki Takagi	伊藤聡伺 - Satoshi Itō	Chapter 950 (p. 14-17) ::: Chapter 951 (p. 3-9) ::: 	Episode 951
684	おでんの決意! 白ひげの試練!	Oden no Ketsui! Shirohige no Shiren!	Oden's Determination! Whitebeard's Test!	井上亜樹子 - Akiko Inoue	黄国威 - Guo Wei Huang	新垣重文 - Shigefumi Shingaki ::: 涂泳策 - Yong-Ce Tu	伊藤聡伺 - Satoshi Itō	Chapter 963 (p. 15-17) ::: 	Episode 963
685	釜茹での刑 おでん決死の一時間	Kamayude no Kei - Oden Kesshi no Ichi-jikan	Boiled to Death - Oden's One-hour Struggle	中山智博 - Tomohiro Nakayama	黄国威 - Guo Wei Huang	新垣重文 - Shigefumi Shingaki	伊藤聡伺 - Satoshi Itō	Chapter 971 (p. 6-17) ::: 	Episode 973
686	討入り！受け継ぐおでんの意志	Uchiiri! Uketsugu Oden no Ishi	Raid! Inheriting Oden's Will	米村正二 - Shōji Yonemura	陳烔年 - Tongnian Chen	新垣重文 - Shigefumi Shingaki	伊藤聡伺 - Satoshi Itō	Chapter 986 (p. 5-17) ::: 	Episode 995
